Order,Batsman,Dismissal,R,B,4s,6s,SR,Batting Team,Bowling Team,Match ID,M,Match No,Season,Season Match No
1,SE Marsh,run out (Botha),2,6,0,0,33.33,Perth Scorchers,Adelaide Strikers,654049,,76,BBL03,10
2,SM Katich (c),c Oakley b Neser,36,30,4,1,120,Perth Scorchers,Adelaide Strikers,654049,,76,BBL03,10
3,SM Whiteman †,c Oakley b Zampa,19,15,3,0,126.66,Perth Scorchers,Adelaide Strikers,654049,,76,BBL03,10
4,MR Marsh,c Botha b Zampa,13,11,2,0,118.18,Perth Scorchers,Adelaide Strikers,654049,,76,BBL03,10
5,AJ Turner,c Hughes b Neser,25,16,0,2,156.25,Perth Scorchers,Adelaide Strikers,654049,,76,BBL03,10
6,TJ Armstrong,lbw b Tait,3,5,0,0,60,Perth Scorchers,Adelaide Strikers,654049,,76,BBL03,10
7,NM Coulter-Nile,not out,42,25,3,3,168,Perth Scorchers,Adelaide Strikers,654049,,76,BBL03,10
8,Yasir Arafat,c †Ludeman b Neser,0,2,0,0,0,Perth Scorchers,Adelaide Strikers,654049,,76,BBL03,10
9,AC Thomas,run out (Botha/Oakley),2,7,0,0,28.57,Perth Scorchers,Adelaide Strikers,654049,,76,BBL03,10
10,GB Hogg,c †Ludeman b Tait,0,1,0,0,0,Perth Scorchers,Adelaide Strikers,654049,,76,BBL03,10
11,MA Beer,not out,1,3,0,0,33.33,Perth Scorchers,Adelaide Strikers,654049,,76,BBL03,10
1,M Klinger,not out,86,55,5,4,156.36,Adelaide Strikers,Perth Scorchers,654049,,76,BBL03,10
2,AD Hales,c Katich b Yasir Arafat,31,20,5,1,155,Adelaide Strikers,Perth Scorchers,654049,,76,BBL03,10
3,PJ Hughes,c Armstrong b Coulter-Nile,8,7,1,0,114.28,Adelaide Strikers,Perth Scorchers,654049,,76,BBL03,10
4,J Botha (c), b Beer,6,11,0,0,54.54,Adelaide Strikers,Perth Scorchers,654049,,76,BBL03,10
5,CJ Ferguson,c Thomas b Coulter-Nile,10,10,1,0,100,Adelaide Strikers,Perth Scorchers,654049,,76,BBL03,10
6,NJ Reardon,not out,16,11,0,1,145.45,Adelaide Strikers,Perth Scorchers,654049,,76,BBL03,10
1,MW Hill,run out (Dunk),40,29,5,1,137.93,Melbourne Renegades,Hobart Hurricanes,654051,,77,BBL03,11
2,AJ Finch (c),c †Paine b Laughlin,50,31,6,2,161.29,Melbourne Renegades,Hobart Hurricanes,654051,,77,BBL03,11
3,JC Buttler,c Hilfenhaus b Doherty,20,17,2,1,117.64,Melbourne Renegades,Hobart Hurricanes,654051,,77,BBL03,11
4,BJ Rohrer, b Shoaib Malik,12,11,1,0,109.09,Melbourne Renegades,Hobart Hurricanes,654051,,77,BBL03,11
5,TLW Cooper,c †Paine b Bollinger,17,18,0,1,94.44,Melbourne Renegades,Hobart Hurricanes,654051,,77,BBL03,11
6,PM Nevill †,c †Paine b Bollinger,9,8,1,0,112.5,Melbourne Renegades,Hobart Hurricanes,654051,,77,BBL03,11
7,MG Gale,not out,4,4,0,0,100,Melbourne Renegades,Hobart Hurricanes,654051,,77,BBL03,11
8,JL Pattinson, b Laughlin,0,1,0,0,0,Melbourne Renegades,Hobart Hurricanes,654051,,77,BBL03,11
9,NJ Rimmington,c Birt b Laughlin,0,3,0,0,0,Melbourne Renegades,Hobart Hurricanes,654051,,77,BBL03,11
10,AW O'Brien,not out,0,0,0,0,-,Melbourne Renegades,Hobart Hurricanes,654051,,77,BBL03,11
1,BR Dunk,c Rimmington b Gale,1,6,0,0,16.66,Hobart Hurricanes,Melbourne Renegades,654051,,77,BBL03,11
2,Shoaib Malik,c †Nevill b Pattinson,1,5,0,0,20,Hobart Hurricanes,Melbourne Renegades,654051,,77,BBL03,11
3,TR Birt,c O'Brien b Muralitharan,21,14,3,1,150,Hobart Hurricanes,Melbourne Renegades,654051,,77,BBL03,11
4,OA Shah,c Finch b Pattinson,0,1,0,0,0,Hobart Hurricanes,Melbourne Renegades,654051,,77,BBL03,11
5,JW Wells,c Hill b Rimmington,17,13,3,0,130.76,Hobart Hurricanes,Melbourne Renegades,654051,,77,BBL03,11
6,TD Paine (c) †,c Buttler b Muralitharan,31,28,2,0,110.71,Hobart Hurricanes,Melbourne Renegades,654051,,77,BBL03,11
7,EP Gulbis,c O'Brien b Rimmington,16,14,1,0,114.28,Hobart Hurricanes,Melbourne Renegades,654051,,77,BBL03,11
8,B Laughlin,c Cooper b Pattinson,9,14,0,0,64.28,Hobart Hurricanes,Melbourne Renegades,654051,,77,BBL03,11
9,BW Hilfenhaus,c Cooper b Pattinson,2,4,0,0,50,Hobart Hurricanes,Melbourne Renegades,654051,,77,BBL03,11
10,XJ Doherty,not out,8,4,1,0,200,Hobart Hurricanes,Melbourne Renegades,654051,,77,BBL03,11
11,DE Bollinger,run out (Rimmington),0,0,0,0,-,Hobart Hurricanes,Melbourne Renegades,654051,,77,BBL03,11
1,DP Hughes,c White b Hastings,16,16,2,0,100,Sydney Thunder,Melbourne Stars,654053,20,78,BBL03,12
2,TM Dilshan,c †Wade b Hastings,0,4,0,0,0,Sydney Thunder,Melbourne Stars,654053,6,78,BBL03,12
3,MEK Hussey (c),run out (†Wade/Maxwell),66,48,6,1,137.5,Sydney Thunder,Melbourne Stars,654053,66,78,BBL03,12
4,EJG Morgan,c Maxwell b Bird,31,23,1,2,134.78,Sydney Thunder,Melbourne Stars,654053,29,78,BBL03,12
5,KR Patterson,c Maxwell b Hastings,18,11,0,2,163.63,Sydney Thunder,Melbourne Stars,654053,15,78,BBL03,12
6,JS Floros,c Hastings b McKay,18,14,2,1,128.57,Sydney Thunder,Melbourne Stars,654053,15,78,BBL03,12
7,RGL Carters †,not out,3,3,0,0,100,Sydney Thunder,Melbourne Stars,654053,10,78,BBL03,12
8,SJ Coyte,not out,0,1,0,0,0,Sydney Thunder,Melbourne Stars,654053,1,78,BBL03,12
1,LJ Wright,c Morgan b Nannes,9,10,2,0,90,Melbourne Stars,Sydney Thunder,654053,8,78,BBL03,12
2,CL White (c),c Patterson b Feldman,21,16,3,0,131.25,Melbourne Stars,Sydney Thunder,654053,31,78,BBL03,12
3,MS Wade †,c Morgan b Sandhu,44,40,4,1,110,Melbourne Stars,Sydney Thunder,654053,44,78,BBL03,12
4,BJ Hodge,not out,64,36,4,5,177.77,Melbourne Stars,Sydney Thunder,654053,49,78,BBL03,12
5,DJ Hussey,not out,16,13,1,0,123.07,Melbourne Stars,Sydney Thunder,654053,27,78,BBL03,12
1,NJ Maddinson,c Lynn b Steketee,9,6,0,1,150,Sydney Sixers,Brisbane Heat,654055,5,79,BBL03,13
2,MJ Lumb,c Hopes b Cutting,56,42,6,1,133.33,Sydney Sixers,Brisbane Heat,654055,52,79,BBL03,13
3,MC Henriques (c),c Cutting b Gannon,19,15,3,0,126.66,Sydney Sixers,Brisbane Heat,654055,20,79,BBL03,13
4,MJ North,c Hopes b Vettori,13,16,1,0,81.25,Sydney Sixers,Brisbane Heat,654055,28,79,BBL03,13
5,RS Bopara,c †Kieswetter b Cutting,13,11,0,1,118.18,Sydney Sixers,Brisbane Heat,654055,10,79,BBL03,13
6,JC Silk, b Gannon,6,8,0,0,75,Sydney Sixers,Brisbane Heat,654055,14,79,BBL03,13
7,DLR Smith †,c Lynn b Gannon,5,8,0,0,62.5,Sydney Sixers,Brisbane Heat,654055,14,79,BBL03,13
8,SNJ O'Keefe,not out,7,8,0,0,87.5,Sydney Sixers,Brisbane Heat,654055,11,79,BBL03,13
9,B Lee,c Lynn b Gannon,0,2,0,0,0,Sydney Sixers,Brisbane Heat,654055,1,79,BBL03,13
10,JK Lalor,not out,4,4,0,0,100,Sydney Sixers,Brisbane Heat,654055,4,79,BBL03,13
1,LA Pomersbach,run out (Lumb/†Smith),15,15,2,0,100,Brisbane Heat,Sydney Sixers,654055,21,79,BBL03,13
2,C Kieswetter †,c Silk b Lee,38,40,4,1,95,Brisbane Heat,Sydney Sixers,654055,62,79,BBL03,13
3,JA Burns,c O'Keefe b Lalor,1,7,0,0,14.28,Brisbane Heat,Sydney Sixers,654055,6,79,BBL03,13
4,DT Christian,c †Smith b Henriques,1,3,0,0,33.33,Brisbane Heat,Sydney Sixers,654055,3,79,BBL03,13
5,CA Lynn, b Lee,34,21,2,2,161.9,Brisbane Heat,Sydney Sixers,654055,26,79,BBL03,13
6,CJM Sabburg,not out,19,19,0,0,100,Brisbane Heat,Sydney Sixers,654055,29,79,BBL03,13
7,JR Hopes (c),run out (†Smith),9,13,0,0,69.23,Brisbane Heat,Sydney Sixers,654055,20,79,BBL03,13
8,BCJ Cutting,c Henriques b Hazlewood,7,3,0,1,233.33,Brisbane Heat,Sydney Sixers,654055,5,79,BBL03,13
1,DP Hughes,c Thomas b Yasir Arafat,24,19,5,0,126.31,Sydney Thunder,Perth Scorchers,654057,,80,BBL03,14
2,TM Dilshan,lbw b Behrendorff,14,7,3,0,200,Sydney Thunder,Perth Scorchers,654057,,80,BBL03,14
3,MEK Hussey (c),c Simmons b MR Marsh,13,20,0,0,65,Sydney Thunder,Perth Scorchers,654057,,80,BBL03,14
4,EJG Morgan,run out (Marsh),48,30,6,2,160,Sydney Thunder,Perth Scorchers,654057,,80,BBL03,14
5,KR Patterson, b Hogg,2,4,0,0,50,Sydney Thunder,Perth Scorchers,654057,,80,BBL03,14
6,JS Floros,not out,37,24,3,2,154.16,Sydney Thunder,Perth Scorchers,654057,,80,BBL03,14
7,RGL Carters †, b Hogg,1,4,0,0,25,Sydney Thunder,Perth Scorchers,654057,,80,BBL03,14
8,GS Sandhu,not out,7,13,0,0,53.84,Sydney Thunder,Perth Scorchers,654057,,80,BBL03,14
1,CJ Simmons,c Tremain b Nannes,9,15,1,0,60,Perth Scorchers,Sydney Thunder,654057,,80,BBL03,14
2,SE Marsh,c Dilshan b Tremain,20,15,3,0,133.33,Perth Scorchers,Sydney Thunder,654057,,80,BBL03,14
3,SM Katich (c),c Tremain b Sandhu,75,42,7,2,178.57,Perth Scorchers,Sydney Thunder,654057,,80,BBL03,14
4,AC Voges,c Morgan b Feldman,8,13,0,0,61.53,Perth Scorchers,Sydney Thunder,654057,,80,BBL03,14
5,MR Marsh,not out,34,29,2,1,117.24,Perth Scorchers,Sydney Thunder,654057,,80,BBL03,14
6,AJ Turner,not out,3,4,0,0,75,Perth Scorchers,Sydney Thunder,654057,,80,BBL03,14
1,MW Hill,c †Wade b Bird,8,8,1,0,100,Melbourne Renegades,Melbourne Stars,654059,7,81,BBL03,15
2,AJ Finch (c),not out,84,55,3,6,152.72,Melbourne Renegades,Melbourne Stars,654059,87,81,BBL03,15
3,JC Buttler,lbw b Bird,0,2,0,0,0,Melbourne Renegades,Melbourne Stars,654059,2,81,BBL03,15
4,BJ Rohrer,lbw b Bird,0,1,0,0,0,Melbourne Renegades,Melbourne Stars,654059,1,81,BBL03,15
5,TLW Cooper,c White b Hastings,60,44,4,2,136.36,Melbourne Renegades,Melbourne Stars,654059,57,81,BBL03,15
6,PM Nevill †,c Bird b Malinga,3,5,0,0,60,Melbourne Renegades,Melbourne Stars,654059,5,81,BBL03,15
7,MG Gale,not out,0,6,0,0,0,Melbourne Renegades,Melbourne Stars,654059,10,81,BBL03,15
1,CL White (c),not out,84,49,6,4,171.42,Melbourne Stars,Melbourne Renegades,654059,68,81,BBL03,15
2,LJ Wright,c Hill b O'Brien,17,21,1,1,80.95,Melbourne Stars,Melbourne Renegades,654059,32,81,BBL03,15
3,GJ Maxwell,not out,58,28,2,6,207.14,Melbourne Stars,Melbourne Renegades,654059,34,81,BBL03,15
1,M Klinger,c Henriques b O'Keefe,1,5,0,0,20,Adelaide Strikers,Sydney Sixers,654061,,82,BBL03,16
2,AD Hales,c Bopara b Lalor,8,10,1,0,80,Adelaide Strikers,Sydney Sixers,654061,,82,BBL03,16
3,PJ Hughes (c), b North,12,22,1,0,54.54,Adelaide Strikers,Sydney Sixers,654061,,82,BBL03,16
4,CJ Ferguson,c †Smith b Hazlewood,5,6,0,0,83.33,Adelaide Strikers,Sydney Sixers,654061,,82,BBL03,16
5,NJ Reardon,run out (†Smith),43,29,3,1,148.27,Adelaide Strikers,Sydney Sixers,654061,,82,BBL03,16
6,Shakib Al Hasan,c O'Keefe b Hazlewood,46,30,3,2,153.33,Adelaide Strikers,Sydney Sixers,654061,,82,BBL03,16
7,TP Ludeman †,c Henriques b Hazlewood,10,4,1,1,250,Adelaide Strikers,Sydney Sixers,654061,,82,BBL03,16
8,MG Neser,not out,7,9,0,0,77.77,Adelaide Strikers,Sydney Sixers,654061,,82,BBL03,16
9,KW Richardson,not out,8,5,1,0,160,Adelaide Strikers,Sydney Sixers,654061,,82,BBL03,16
1,MJ Lumb,c Hughes b Shakib Al Hasan,54,41,1,5,131.7,Sydney Sixers,Adelaide Strikers,654061,,82,BBL03,16
2,NJ Maddinson,c Neser b Tait,0,3,0,0,0,Sydney Sixers,Adelaide Strikers,654061,,82,BBL03,16
3,MC Henriques (c),lbw b Shakib Al Hasan,26,18,5,0,144.44,Sydney Sixers,Adelaide Strikers,654061,,82,BBL03,16
4,MJ North,c Reardon b Richardson,38,30,1,2,126.66,Sydney Sixers,Adelaide Strikers,654061,,82,BBL03,16
5,RS Bopara,not out,23,19,2,0,121.05,Sydney Sixers,Adelaide Strikers,654061,,82,BBL03,16
6,JC Silk,not out,4,4,0,0,100,Sydney Sixers,Adelaide Strikers,654061,,82,BBL03,16
1,SE Marsh,c †Paine b Hilfenhaus,40,32,4,1,125,Perth Scorchers,Hobart Hurricanes,654063,,83,BBL03,17
2,SM Katich (c),run out (Bollinger/Doherty),22,20,1,1,110,Perth Scorchers,Hobart Hurricanes,654063,,83,BBL03,17
3,AC Voges,run out (Blizzard),2,2,0,0,100,Perth Scorchers,Hobart Hurricanes,654063,,83,BBL03,17
4,CJ Simmons,run out (Blizzard/Laughlin),8,10,1,0,80,Perth Scorchers,Hobart Hurricanes,654063,,83,BBL03,17
5,MR Marsh,c Dunk b Laughlin,33,31,2,1,106.45,Perth Scorchers,Hobart Hurricanes,654063,,83,BBL03,17
6,AJ Turner,not out,32,17,2,1,188.23,Perth Scorchers,Hobart Hurricanes,654063,,83,BBL03,17
7,NM Coulter-Nile,c Laughlin b Bollinger,2,5,0,0,40,Perth Scorchers,Hobart Hurricanes,654063,,83,BBL03,17
8,SM Whiteman †,run out (Wells/†Paine),9,4,1,0,225,Perth Scorchers,Hobart Hurricanes,654063,,83,BBL03,17
1,BR Dunk,c SE Marsh b MR Marsh,28,26,3,0,107.69,Hobart Hurricanes,Perth Scorchers,654063,,83,BBL03,17
2,TD Paine (c) †,c Katich b Coulter-Nile,9,10,1,0,90,Hobart Hurricanes,Perth Scorchers,654063,,83,BBL03,17
3,TR Birt,run out (Behrendorff),22,14,1,2,157.14,Hobart Hurricanes,Perth Scorchers,654063,,83,BBL03,17
4,Shoaib Malik,c Behrendorff b Yasir Arafat,26,30,2,0,86.66,Hobart Hurricanes,Perth Scorchers,654063,,83,BBL03,17
5,OA Shah,lbw b Coulter-Nile,32,26,3,1,123.07,Hobart Hurricanes,Perth Scorchers,654063,,83,BBL03,17
6,JW Wells, b Yasir Arafat,1,3,0,0,33.33,Hobart Hurricanes,Perth Scorchers,654063,,83,BBL03,17
7,AC Blizzard,not out,6,6,0,0,100,Hobart Hurricanes,Perth Scorchers,654063,,83,BBL03,17
8,B Laughlin,lbw b Coulter-Nile,1,3,0,0,33.33,Hobart Hurricanes,Perth Scorchers,654063,,83,BBL03,17
9,BW Hilfenhaus,not out,0,2,0,0,0,Hobart Hurricanes,Perth Scorchers,654063,,83,BBL03,17
1,LA Pomersbach,c Hughes b Sandhu,25,17,1,2,147.05,Brisbane Heat,Sydney Thunder,654065,22,84,BBL03,18
2,C Kieswetter †,c Hussey b Nannes,4,10,0,0,40,Brisbane Heat,Sydney Thunder,654065,13,84,BBL03,18
3,PJ Forrest,run out (Sandhu),10,17,1,0,58.82,Brisbane Heat,Sydney Thunder,654065,16,84,BBL03,18
4,DT Christian,c Khawaja b Nannes,24,20,0,2,120,Brisbane Heat,Sydney Thunder,654065,35,84,BBL03,18
5,CA Lynn,c †Carters b Nannes,56,35,1,6,160,Brisbane Heat,Sydney Thunder,654065,40,84,BBL03,18
6,BCJ Cutting,not out,25,13,0,3,192.3,Brisbane Heat,Sydney Thunder,654065,25,84,BBL03,18
7,JR Hopes (c),not out,12,8,1,0,150,Brisbane Heat,Sydney Thunder,654065,12,84,BBL03,18
1,UT Khawaja,c Pomersbach b Hopes,22,22,1,0,100,Sydney Thunder,Brisbane Heat,654065,31,84,BBL03,18
2,DP Hughes,c Forrest b Steketee,7,13,1,0,53.84,Sydney Thunder,Brisbane Heat,654065,12,84,BBL03,18
3,MEK Hussey (c),c Forrest b Gannon,60,37,4,2,162.16,Sydney Thunder,Brisbane Heat,654065,49,84,BBL03,18
4,KR Patterson,lbw b Hopes,2,4,0,0,50,Sydney Thunder,Brisbane Heat,654065,7,84,BBL03,18
5,JS Floros, b Cutting,2,5,0,0,40,Sydney Thunder,Brisbane Heat,654065,4,84,BBL03,18
6,CJ Borgas,c Pomersbach b Gannon,5,6,0,0,83.33,Sydney Thunder,Brisbane Heat,654065,8,84,BBL03,18
7,RGL Carters †,c Vettori b Gannon,7,7,0,0,100,Sydney Thunder,Brisbane Heat,654065,11,84,BBL03,18
8,CP Tremain,c & b Gannon,0,1,0,0,0,Sydney Thunder,Brisbane Heat,654065,1,84,BBL03,18
9,BAW Mendis,c Christian b Steketee,8,5,2,0,160,Sydney Thunder,Brisbane Heat,654065,5,84,BBL03,18
10,GS Sandhu,run out (Hopes),3,3,0,0,100,Sydney Thunder,Brisbane Heat,654065,7,84,BBL03,18
11,DP Nannes,not out,0,1,0,0,0,Sydney Thunder,Brisbane Heat,654065,2,84,BBL03,18
1,M Klinger,c Bird b Faulkner,42,49,3,1,85.71,Adelaide Strikers,Melbourne Stars,654067,77,85,BBL03,19
2,AD Hales,c Maxwell b Bird,5,3,1,0,166.66,Adelaide Strikers,Melbourne Stars,654067,12,85,BBL03,19
3,TP Ludeman †,c Muirhead b Faulkner,6,11,0,0,54.54,Adelaide Strikers,Melbourne Stars,654067,10,85,BBL03,19
4,PJ Hughes (c),c †Wade b Faulkner,0,1,0,0,0,Adelaide Strikers,Melbourne Stars,654067,1,85,BBL03,19
5,NJ Reardon, b Malinga,1,6,0,0,16.66,Adelaide Strikers,Melbourne Stars,654067,7,85,BBL03,19
6,Shakib Al Hasan,c Faulkner b Wright,2,8,0,0,25,Adelaide Strikers,Melbourne Stars,654067,7,85,BBL03,19
7,MG Neser,st †Wade b Muirhead,4,11,0,0,36.36,Adelaide Strikers,Melbourne Stars,654067,12,85,BBL03,19
8,KW Richardson,run out (Maxwell/†Wade),21,24,2,1,87.5,Adelaide Strikers,Melbourne Stars,654067,34,85,BBL03,19
9,JM Holland, b Malinga,0,3,0,0,0,Adelaide Strikers,Melbourne Stars,654067,3,85,BBL03,19
10,GD Putland,not out,1,3,0,0,33.33,Adelaide Strikers,Melbourne Stars,654067,9,85,BBL03,19
11,SW Tait,not out,1,1,0,0,100,Adelaide Strikers,Melbourne Stars,654067,1,85,BBL03,19
1,CL White (c),c Shakib Al Hasan b Neser,13,12,1,0,108.33,Melbourne Stars,Adelaide Strikers,654067,23,85,BBL03,19
2,LJ Wright,c Richardson b Neser,49,20,8,2,245,Melbourne Stars,Adelaide Strikers,654067,21,85,BBL03,19
3,GJ Maxwell,not out,25,10,4,1,250,Melbourne Stars,Adelaide Strikers,654067,11,85,BBL03,19
4,MS Wade †,not out,2,3,0,0,66.66,Melbourne Stars,Adelaide Strikers,654067,9,85,BBL03,19
1,CJ Simmons, b Lee,0,2,0,0,0,Perth Scorchers,Sydney Sixers,654069,1,86,BBL03,20
2,SM Katich (c),c †DLR Smith b Hazlewood,71,56,7,0,126.78,Perth Scorchers,Sydney Sixers,654069,69,86,BBL03,20
3,MR Marsh,c †DLR Smith b Lee,0,2,0,0,0,Perth Scorchers,Sydney Sixers,654069,1,86,BBL03,20
4,SM Whiteman †, b Lee,53,49,3,1,108.16,Perth Scorchers,Sydney Sixers,654069,62,86,BBL03,20
5,AC Voges,not out,19,8,1,1,237.5,Perth Scorchers,Sydney Sixers,654069,11,86,BBL03,20
6,AJ Turner,c SPD Smith b Lee,0,2,0,0,0,Perth Scorchers,Sydney Sixers,654069,4,86,BBL03,20
7,HWR Cartwright,not out,0,1,0,0,0,Perth Scorchers,Sydney Sixers,654069,3,86,BBL03,20
1,SNJ O'Keefe, b Behrendorff,10,6,2,0,166.66,Sydney Sixers,Perth Scorchers,654069,5,86,BBL03,20
2,NJ Maddinson,c Voges b Yasir Arafat,8,7,2,0,114.28,Sydney Sixers,Perth Scorchers,654069,10,86,BBL03,20
3,MC Henriques,c †Whiteman b Behrendorff,0,4,0,0,0,Sydney Sixers,Perth Scorchers,654069,8,86,BBL03,20
4,SPD Smith (c),c Voges b Yasir Arafat,65,48,6,1,135.41,Sydney Sixers,Perth Scorchers,654069,60,86,BBL03,20
5,MJ North,c †Whiteman b Behrendorff,0,1,0,0,0,Sydney Sixers,Perth Scorchers,654069,1,86,BBL03,20
6,JC Silk,c & b Voges,23,24,2,0,95.83,Sydney Sixers,Perth Scorchers,654069,28,86,BBL03,20
7,DLR Smith †,c Thomas b Hogg,12,12,1,0,100,Sydney Sixers,Perth Scorchers,654069,19,86,BBL03,20
8,B Lee, b Yasir Arafat,13,9,0,1,144.44,Sydney Sixers,Perth Scorchers,654069,18,86,BBL03,20
9,NM Lyon, b Yasir Arafat,0,2,0,0,0,Sydney Sixers,Perth Scorchers,654069,2,86,BBL03,20
10,CT Tremlett,not out,8,6,1,0,133.33,Sydney Sixers,Perth Scorchers,654069,11,86,BBL03,20
11,JR Hazlewood,not out,1,1,0,0,100,Sydney Sixers,Perth Scorchers,654069,1,86,BBL03,20
1,TD Paine (c) †,c Hughes b Mendis,14,14,1,0,100,Hobart Hurricanes,Sydney Thunder,654071,,87,BBL03,21
2,BR Dunk,c Khawaja b Sandhu,96,54,8,5,177.77,Hobart Hurricanes,Sydney Thunder,654071,,87,BBL03,21
3,TR Birt,c Mendis b Sandhu,22,19,1,1,115.78,Hobart Hurricanes,Sydney Thunder,654071,,87,BBL03,21
4,AC Blizzard,c Floros b Sandhu,15,15,2,0,100,Hobart Hurricanes,Sydney Thunder,654071,,87,BBL03,21
5,OA Shah,c Sandhu b Tye,3,7,0,0,42.85,Hobart Hurricanes,Sydney Thunder,654071,,87,BBL03,21
6,Shoaib Malik,not out,12,8,1,0,150,Hobart Hurricanes,Sydney Thunder,654071,,87,BBL03,21
7,JW Wells,not out,3,4,0,0,75,Hobart Hurricanes,Sydney Thunder,654071,,87,BBL03,21
1,UT Khawaja,c Hilfenhaus b Laughlin,28,30,4,0,93.33,Sydney Thunder,Hobart Hurricanes,654071,,87,BBL03,21
2,DP Hughes, b Shoaib Malik,0,1,0,0,0,Sydney Thunder,Hobart Hurricanes,654071,,87,BBL03,21
3,MEK Hussey (c),c Birt b Hilfenhaus,2,5,0,0,40,Sydney Thunder,Hobart Hurricanes,654071,,87,BBL03,21
4,CJ Borgas,c Birt b Laughlin,8,11,0,0,72.72,Sydney Thunder,Hobart Hurricanes,654071,,87,BBL03,21
5,JS Floros,run out (Laughlin/Birt),12,17,0,0,70.58,Sydney Thunder,Hobart Hurricanes,654071,,87,BBL03,21
6,KR Patterson,st †Paine b Shoaib Malik,11,11,0,0,100,Sydney Thunder,Hobart Hurricanes,654071,,87,BBL03,21
7,RGL Carters †,c Dunk b Laughlin,10,11,0,0,90.9,Sydney Thunder,Hobart Hurricanes,654071,,87,BBL03,21
8,AJ Tye,c Wells b Boyce,7,6,0,1,116.66,Sydney Thunder,Hobart Hurricanes,654071,,87,BBL03,21
9,BAW Mendis,c Birt b Boyce,5,6,1,0,83.33,Sydney Thunder,Hobart Hurricanes,654071,,87,BBL03,21
10,GS Sandhu,c Bollinger b Boyce,1,2,0,0,50,Sydney Thunder,Hobart Hurricanes,654071,,87,BBL03,21
11,DP Nannes,not out,0,0,0,0,-,Sydney Thunder,Hobart Hurricanes,654071,,87,BBL03,21
1,C Kieswetter †,c Hodge b Bird,13,13,2,0,100,Brisbane Heat,Melbourne Stars,654073,,88,BBL03,22
2,LA Pomersbach,lbw b Hussey,1,2,0,0,50,Brisbane Heat,Melbourne Stars,654073,,88,BBL03,22
3,PJ Forrest,c Hastings b Bird,12,11,1,0,109.09,Brisbane Heat,Melbourne Stars,654073,,88,BBL03,22
4,DT Christian,not out,68,49,4,3,138.77,Brisbane Heat,Melbourne Stars,654073,,88,BBL03,22
5,CA Lynn,c Hodge b Wright,10,7,1,0,142.85,Brisbane Heat,Melbourne Stars,654073,,88,BBL03,22
6,JR Hopes (c), b Malinga,2,4,0,0,50,Brisbane Heat,Melbourne Stars,654073,,88,BBL03,22
7,CJM Sabburg,c †Wade b Hastings,16,28,0,0,57.14,Brisbane Heat,Melbourne Stars,654073,,88,BBL03,22
8,BCJ Cutting,c Hussey b Malinga,7,6,0,0,116.66,Brisbane Heat,Melbourne Stars,654073,,88,BBL03,22
9,CJ Gannon,not out,0,0,0,0,-,Brisbane Heat,Melbourne Stars,654073,,88,BBL03,22
1,CL White (c),c Cutting b Steketee,17,13,3,0,130.76,Melbourne Stars,Brisbane Heat,654073,,88,BBL03,22
2,LJ Wright,c †Kieswetter b Hopes,37,33,4,1,112.12,Melbourne Stars,Brisbane Heat,654073,,88,BBL03,22
3,MS Wade †, b Gannon,33,28,2,1,117.85,Melbourne Stars,Brisbane Heat,654073,,88,BBL03,22
4,BJ Hodge,c †Kieswetter b Hopes,1,4,0,0,25,Melbourne Stars,Brisbane Heat,654073,,88,BBL03,22
5,DJ Hussey,c †Kieswetter b Hopes,16,16,1,1,100,Melbourne Stars,Brisbane Heat,654073,,88,BBL03,22
6,RJ Quiney,c Lynn b Steketee,22,14,1,1,157.14,Melbourne Stars,Brisbane Heat,654073,,88,BBL03,22
7,MP Stoinis,c Cutting b Gannon,11,8,0,1,137.5,Melbourne Stars,Brisbane Heat,654073,,88,BBL03,22
8,JW Hastings,not out,8,2,0,1,400,Melbourne Stars,Brisbane Heat,654073,,88,BBL03,22
9,JM Muirhead,not out,0,0,0,0,-,Melbourne Stars,Brisbane Heat,654073,,88,BBL03,22
1,AJ Finch (c), b Sandhu,0,2,0,0,0,Melbourne Renegades,Sydney Thunder,654075,1,89,BBL03,23
2,DJ Harris,c Hussey b Tremain,30,31,4,0,96.77,Melbourne Renegades,Sydney Thunder,654075,58,89,BBL03,23
3,AJ Doolan,c Tremain b Sandhu,8,9,0,0,88.88,Melbourne Renegades,Sydney Thunder,654075,14,89,BBL03,23
4,BJ Rohrer,lbw b Tye,22,18,2,1,122.22,Melbourne Renegades,Sydney Thunder,654075,29,89,BBL03,23
5,MW Hill,st †Carters b Mendis,7,6,0,0,116.66,Melbourne Renegades,Sydney Thunder,654075,5,89,BBL03,23
6,PM Nevill †,c & b Sandhu,14,19,1,0,73.68,Melbourne Renegades,Sydney Thunder,654075,24,89,BBL03,23
7,AW O'Brien,c †Carters b Nannes,5,8,0,0,62.5,Melbourne Renegades,Sydney Thunder,654075,14,89,BBL03,23
8,JL Pattinson,c †Carters b Mendis,3,5,0,0,60,Melbourne Renegades,Sydney Thunder,654075,7,89,BBL03,23
9,NJ Rimmington,run out (Dilshan),8,9,0,0,88.88,Melbourne Renegades,Sydney Thunder,654075,13,89,BBL03,23
10,Fawad Ahmed,run out (Tye),1,4,0,0,25,Melbourne Renegades,Sydney Thunder,654075,5,89,BBL03,23
11,M Muralitharan,not out,0,0,0,0,-,Melbourne Renegades,Sydney Thunder,654075,3,89,BBL03,23
